player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage,tournament_id
Judd Trump,Thepchaiya Un-Nooh,19,1691,1410,0.9377319044351228,0.668741821102192,1010,698,6836,4081,376,219,2725,1446,328,218,1477,927,242,134,809,429,10,9,0.0,0.5263157894736842,2918
Mark Selby,Zhao Xintong,19,1561,1408,0.8001493313174697,0.5944759307482401,1179,819,8597,5040,192,105,1305,704,352,216,1460,868,136,72,644,346,10,7,0.0,0.5882352941176471,2918
Neil Robertson,Michael Georgiou,19,1548,1241,0.9530320772125483,0.6829798455801029,976,643,7128,4077,253,117,1531,739,206,120,1170,682,79,32,464,214,10,1,0.0,0.9090909090909091,2918
Shaun Murphy,Luo Honghao,19,1549,1301,0.9128555434510965,0.6502185485738271,1116,732,8151,4643,63,32,404,202,329,193,1286,718,105,52,306,151,10,0,0.0,1.0,2918
Stephen Maguire,Tian Pengfei,19,1502,1347,0.8031971496091062,0.5956807306078472,1011,668,7403,4217,418,235,2792,1483,237,141,1143,658,107,52,603,313,10,9,0.0,0.5263157894736842,2918
Ding Junhui,Anthony McGill,19,1516,1355,0.8121661443908816,0.5992881635083561,789,532,6133,3507,545,328,3546,1937,236,140,1077,614,139,70,929,483,10,7,0.0,0.5882352941176471,2918
John Higgins,Mark Davis,19,1520,1409,0.729677395623025,0.5689332093695465,1496,1060,11939,7063,1144,691,8005,4386,314,185,1387,828,115,57,833,462,10,7,0.0,0.5882352941176471,2918
Barry Hawkins,Li Hang,19,1500,1374,0.7562227337635138,0.5781052328843092,1031,646,7355,4105,303,156,2157,1116,203,112,1317,755,140,78,673,353,10,1,0.0,0.9090909090909091,2918
David Gilbert,Joe Perry,19,1506,1496,0.5220131658921434,0.5062496744995104,662,382,4765,2561,1125,675,8047,4381,287,170,1083,590,273,157,1111,632,10,7,0.0,0.5882352941176471,2918
Ali Carter,Jack Lisowski,19,1391,1508,0.2595292597658943,0.42739193613673987,988,599,6943,3831,493,306,3277,1820,197,104,966,531,191,118,1000,587,10,6,0.0,0.625,2918
James Cahill,Ronnie O'Sullivan,19,1278,1652,0.02121091684526489,0.28191142481665016,186,73,1160,521,1273,978,11078,6788,73,29,344,179,225,142,1144,728,10,8,0.0,0.5555555555555556,2918
Stuart Bingham,Graeme Dott,19,1484,1526,0.4083392120657659,0.4737740906279313,1147,730,8296,4730,931,549,7048,3795,196,110,1042,599,214,132,954,532,10,9,0.0,0.5263157894736842,2918
Kyren Wilson,Barry Hawkins,25,1505,1500,0.5125900764799322,0.5031249593105316,573,358,3812,2128,1031,646,7355,4105,259,155,1488,847,203,112,1317,755,13,11,0.0,0.5416666666666666,2918
Gary Wilson,Mark Selby,25,1448,1561,0.23817763344574747,0.42984097461816473,460,270,3038,1649,1179,819,8597,5040,219,124,799,429,352,216,1460,868,13,10,0.0,0.5652173913043478,2918
Judd Trump,Ding Junhui,25,1691,1516,0.8644261967120135,0.6076631698328917,1010,698,6836,4081,789,532,6133,3507,328,218,1477,927,236,140,1077,614,13,9,0.0,0.5909090909090909,2918
Neil Robertson,Shaun Murphy,25,1548,1549,0.4974815755237593,0.4993750003255206,976,643,7128,4077,1116,732,8151,4643,206,120,1170,682,329,193,1286,718,13,6,0.0,0.6842105263157895,2918
Stephen Maguire,James Cahill,25,1502,1278,0.9200006841717386,0.6364525402815664,1011,668,7403,4217,186,73,1160,521,237,141,1143,658,73,29,344,179,13,12,0.0,0.52,2918
John Higgins,Stuart Bingham,25,1520,1484,0.5898747212556229,0.5224848247918001,1496,1060,11939,7063,1147,730,8296,4730,314,185,1387,828,196,110,1042,599,13,11,0.0,0.5416666666666666,2918
David Gilbert,Mark Williams,25,1506,1510,0.48992732510321124,0.49750002083312506,662,382,4765,2561,1487,978,11162,6417,287,170,1083,590,186,107,1441,856,13,9,0.0,0.5909090909090909,2918
Ali Carter,Zhou Yuelong,25,1391,1409,0.4547672984056338,0.4887518980531451,988,599,6943,3831,243,137,1623,865,197,104,966,531,113,62,785,427,13,9,0.0,0.5909090909090909,2918
Gary Wilson,Ali Carter,25,1448,1391,0.6404563457979893,0.5355648379838539,460,270,3038,1649,988,599,6943,3831,219,124,799,429,197,104,966,531,13,9,0.0,0.5909090909090909,2918
Judd Trump,Stephen Maguire,25,1691,1502,0.8825224976408685,0.6159753019181258,1010,698,6836,4081,1011,668,7403,4217,328,218,1477,927,237,141,1143,658,13,6,0.0,0.6842105263157895,2918
John Higgins,Neil Robertson,25,1520,1548,0.42985613467220274,0.48250714233361025,1496,1060,11939,7063,976,643,7128,4077,314,185,1387,828,206,120,1170,682,13,10,0.0,0.5652173913043478,2918
David Gilbert,Kyren Wilson,25,1506,1505,0.5025184244762406,0.5006249996744794,662,382,4765,2561,573,358,3812,2128,287,170,1083,590,259,155,1488,847,13,8,0.0,0.6190476190476191,2918
Judd Trump,Gary Wilson,33,1691,1448,0.959510371620172,0.647370307581549,1010,698,6836,4081,460,270,3038,1649,328,218,1477,927,219,124,799,429,17,11,0.0,0.6071428571428571,2918
John Higgins,David Gilbert,33,1520,1506,0.5403405258751597,0.5087491068802403,1496,1060,11939,7063,662,382,4765,2561,314,185,1387,828,287,170,1083,590,17,16,0.0,0.5151515151515151,2918
Judd Trump,John Higgins,35,1691,1520,0.8977544075840952,0.6052765337748445,1010,698,6836,4081,1496,1060,11939,7063,328,218,1477,927,314,185,1387,828,18,9,0.0,0.6666666666666666,2918
Zhou Yuelong,Lee Walker,11,1444,1306,0.7203362767604422,0.585404569129465,248,141,1710,914,499,268,3830,1962,200,111,872,476,102,43,558,271,6,1,0.0,0.8571428571428571,2856
Mei Xiwen,Martin O'Donnell,11,1374,1323,0.5855906534878264,0.5318318894162242,139,68,953,478,359,180,2311,1168,150,80,539,269,164,79,710,367,6,4,0.0,0.6,2856
Ben Woollaston,Li Yuan,11,1334,1113,0.8242067605320402,0.6347154153791584,643,364,4198,2227,61,23,364,155,183,93,847,440,0,0,225,87,6,1,0.0,0.8571428571428571,2856
Gary Wilson,Jimmy White,11,1504,1224,0.8801869380453571,0.6681877721681662,467,276,3174,1726,1461,804,12439,6497,355,201,935,506,125,52,471,197,6,1,0.0,0.8571428571428571,2856
Kyren Wilson,Chen Feilong,11,1511,1106,0.953872782768258,0.7335091181602805,576,360,3871,2159,52,17,332,137,318,186,1547,878,74,25,191,72,6,1,0.0,0.8571428571428571,2856
Mark Williams,Harvey Chandler,11,1498,1113,0.9455813931607546,0.7236220674654401,1489,979,11201,6436,41,15,273,113,225,126,1480,875,89,35,236,101,6,4,0.0,0.6,2856
Robbie Williams,Tian Pengfei,11,1322,1401,0.36889955341758146,0.45078487089866653,394,210,2608,1328,422,238,2857,1522,144,74,569,281,172,91,668,352,6,2,0.0,0.75,2856
Liang Wenbo,Zhao Xintong,11,1411,1454,0.42766660527852707,0.4731508513108857,652,390,4569,2509,196,108,1363,741,202,110,836,442,194,109,702,383,6,5,0.0,0.5454545454545454,2856
James Wattana,Anthony Hamilton,11,1245,1321,0.3736977219803135,0.45264238185691075,834,444,6983,3630,898,517,6824,3623,90,38,383,157,158,76,718,351,6,3,0.0,0.6666666666666666,2856
Ricky Walden,James Cahill,11,1421,1370,0.5855906534878264,0.5318318894162242,907,545,6336,3489,191,77,1255,573,197,112,1024,548,168,81,439,231,6,2,0.0,0.75,2856
Chris Wakelin,Peter Lines,11,1396,1250,0.7315507747727399,0.5902502519301834,223,115,1529,788,814,433,5871,3029,148,79,637,341,139,66,538,258,6,4,0.0,0.6,2856
Hossein Vafaei,Hammad Miah,11,1403,1212,0.7899663671711594,0.6171573626529722,132,76,1041,533,173,66,1155,510,153,83,628,329,90,35,470,209,6,4,0.0,0.6,2856
Alexander Ursenbacher,Matthew Stevens,11,1251,1431,0.22355089230407071,0.389360766050778,147,66,926,430,983,575,7610,4142,172,87,496,235,177,99,674,356,6,5,0.0,0.5454545454545454,2856
Judd Trump,Jak Jones,11,1699,1307,0.948613275445725,0.7271082163411295,1015,703,6951,4152,217,92,1424,642,443,289,1592,998,134,68,513,236,6,2,0.0,0.75,2856
Adam Stefanow,Shaun Murphy,11,1112,1550,0.034764965152796534,0.2506779155948202,86,32,524,230,1118,733,8180,4659,75,26,274,109,358,209,1315,734,6,4,0.0,0.6,2856
Craig Steadman,Mark Selby,11,1295,1541,0.15024167711016206,0.3509194757554267,473,251,3133,1628,1181,820,8637,5060,102,46,524,251,392,236,1500,888,6,3,0.0,0.6666666666666666,2856
Elliot Slessor,Mike Dunn,11,1289,1254,0.5589904430600633,0.5218610539716015,199,88,1259,591,740,389,5415,2775,125,58,537,259,94,38,529,257,6,4,0.0,0.6,2856
Yuan Sijun,Ian Burns,11,1356,1268,0.6453649277803803,0.5547792351072148,102,44,726,343,361,182,2328,1170,140,71,490,243,116,53,515,236,6,4,0.0,0.6,2856
Xu Si,Thepchaiya Un-Nooh,11,1263,1446,0.21981405831936734,0.38757906065208403,76,29,528,235,380,222,2789,1485,128,67,414,188,306,173,873,468,6,5,0.0,0.5454545454545454,2856
Matthew Selt,David Lilley,11,1372,1290,0.6358774096640514,0.551071269307342,605,329,4129,2159,118,66,729,389,185,97,697,355,110,55,347,181,6,1,0.0,0.8571428571428571,2856
Neil Robertson,Hamza Akbar,11,1580,1095,0.9772414300857445,0.77074099629946,979,645,7181,4110,64,17,405,150,259,153,1223,715,69,37,258,99,6,0,0.0,1.0,2856
Joe Perry,Wu Yize,11,1531,1030,0.9804045243697143,0.7777323231128432,1129,678,8099,4418,11,1,79,29,325,194,1163,669,79,29,79,29,6,3,0.0,0.6666666666666666,2856
Joe O'Connor,Liam Highfield,11,1275,1371,0.3421307635918876,0.44028635073280703,122,57,780,376,384,205,2639,1391,137,69,323,161,136,68,579,303,6,3,0.0,0.6666666666666666,2856
Lu Ning,Rory McLeod,11,1339,1213,0.7030818618963935,0.5781052328843092,121,54,833,399,597,320,4455,2289,144,75,368,201,62,37,527,243,6,4,0.0,0.6,2856
Robert Milkins,Eden Sharav,11,1348,1268,0.6326951586011105,0.549833997312478,889,525,6474,3504,174,79,1129,525,130,66,757,396,124,54,509,225,6,1,0.0,0.8571428571428571,2856
Alan McManus,Luo Honghao,11,1316,1317,0.49830811075590464,0.4993750003255206,965,567,8036,4257,67,35,467,232,141,71,572,291,168,82,369,181,6,3,0.0,0.6666666666666666,2856
Anthony McGill,Simon Lichtenberg,11,1366,1034,0.9175767282600009,0.6963549298238342,549,331,3614,1974,44,13,258,102,207,107,997,520,67,19,192,66,6,3,0.0,0.6666666666666666,2856
Stephen Maguire,Zhang Yong,11,1472,1192,0.8801869380453571,0.6681877721681662,1014,670,7466,4246,129,55,785,340,300,170,1206,687,45,19,449,204,6,1,0.0,0.8571428571428571,2856
Kurt Maflin,Ashley Hugill,11,1372,1201,0.7650152035547967,0.6052765337748445,571,327,3882,2090,131,61,761,362,225,128,679,359,73,39,357,163,6,4,0.0,0.6,2856
Jack Lisowski,Alfie Burden,11,1487,1305,0.7789444994063182,0.6118273690017371,494,306,3293,1826,702,373,5092,2604,207,124,1016,593,101,43,561,266,6,2,0.0,0.75,2856
Oliver Lines,Tom Ford,11,1174,1416,0.154147388262509,0.35320060744201437,218,101,1410,682,672,385,4767,2552,70,21,443,185,189,106,908,495,6,2,0.0,0.75,2856
Rod Lawler,Martin Gould,11,1173,1396,0.17364903324712758,0.3641261085729462,836,441,6319,3236,726,435,4875,2667,77,26,368,141,159,82,875,472,6,0,0.0,1.0,2856
Mark King,Bai Langning,11,1371,1012,0.9330079922034277,0.7104354810428751,996,559,7276,3841,12,1,81,25,150,80,896,486,55,19,77,25,6,3,0.0,0.6666666666666666,2856
Ding Junhui,Zhang Jiankang,11,1516,1049,0.9731561250679569,0.7626928317357139,791,533,6172,3526,29,9,177,66,275,159,1116,633,57,22,161,59,6,1,0.0,0.8571428571428571,2856
Michael Holt,Joe Swail,11,1372,1193,0.7751951749452795,0.610044672404527,873,502,6301,3344,858,455,6654,3438,171,95,779,403,11,1,387,173,6,5,0.0,0.5454545454545454,2856
Kishan Hirani,Daniel Wells,11,1124,1342,0.17904217359162083,0.36702522331953935,168,79,931,438,393,194,2686,1331,83,29,269,122,152,77,636,316,6,4,0.0,0.6,2856
Andrew Higginson,Duane Jones,11,1315,1180,0.7160705162153687,0.5835831155172753,749,440,5316,2897,187,86,1152,564,138,68,613,313,92,39,385,149,6,4,0.0,0.6,2856
John Higgins,Chris Totten,11,1535,1007,0.984868907549251,0.789181706522253,1501,1064,12063,7125,49,10,315,107,438,247,1511,890,33,11,264,86,6,1,0.0,0.8571428571428571,2856
Barry Hawkins,Robin Hull,11,1520,1289,0.8347536608980125,0.6404919537233386,1033,647,7390,4126,550,322,4152,2255,238,133,1352,776,65,37,393,186,6,3,0.0,0.6666666666666666,2856
Lyu Haotian,Ross Muir,11,1335,1176,0.7492586166277835,0.5980868603322034,150,65,1101,520,178,66,1176,517,133,67,555,277,48,21,385,163,6,4,0.0,0.6,2856
Li Hang,Jordan Brown,11,1350,1242,0.6762884110738897,0.5670929049654543,307,159,2219,1147,133,68,874,435,202,109,735,384,116,51,334,160,6,0,0.0,1.0,2856
Xiao Guodong,Soheil Vahedi,11,1400,1144,0.8592200839079102,0.6547534606063192,484,286,3282,1818,57,17,379,152,193,107,801,453,108,50,344,139,6,1,0.0,0.8571428571428571,2856
Gerard Greene,Graeme Dott,11,1234,1552,0.09145650502646911,0.31109608202304534,732,387,5432,2813,935,552,7105,3834,94,37,440,199,271,171,1011,571,6,5,0.0,0.5454545454545454,2856
David Gilbert,Sean O'Sullivan,11,1550,1095,0.9700911317898934,0.75722034035404,666,385,4858,2613,222,87,1396,626,380,222,1176,642,43,18,346,132,6,2,0.0,0.75,2856
Marco Fu,Niu Zhuang,11,1379,1127,0.8554871090947277,0.6524894621927444,906,538,6769,3679,66,21,418,165,114,58,742,392,15,5,267,105,6,1,0.0,0.8571428571428571,2856
Peter Ebdon,Sanderson Lam,11,1316,1091,0.8284777636532633,0.6370307944803831,1113,635,8725,4679,163,60,998,426,117,52,675,357,38,15,346,132,6,0,0.0,1.0,2856
Scott Donaldson,Billy Joe Castle,11,1377,1163,0.8165650765983749,0.6306485256510744,277,142,1904,956,89,42,547,255,198,106,682,359,165,78,463,208,6,1,0.0,0.8571428571428571,2856
Ken Doherty,Paul Davison,11,1239,1205,0.5573173182423484,0.5212372149662741,1158,697,9407,5129,698,360,4848,2446,136,61,537,256,71,40,409,185,6,3,0.0,0.6666666666666666,2856
Ryan Day,Zhang Anda,11,1335,1322,0.5219830188183359,0.5081242849062608,1044,628,7149,3933,343,169,2415,1205,163,80,1387,751,109,48,555,271,6,2,0.0,0.75,2856
Sam Craigie,Akani Songsermsawad,11,1347,1299,0.5806301954599846,0.5299640517645717,191,95,1198,615,129,66,971,490,117,57,479,236,148,74,678,343,6,2,0.0,0.75,2856
Jamie Clarke,Noppon Saengkham,11,1155,1389,0.1621671648742588,0.3577829070425624,173,82,1034,515,268,129,1945,953,68,20,265,109,164,84,786,418,6,4,0.0,0.6,2856
Thor Chuan Leong,Michael White,11,1169,1264,0.3436843223141096,0.440902528097607,117,36,772,324,527,293,3565,1864,68,20,415,183,120,55,788,387,6,1,0.0,0.8571428571428571,2856
Ashley Carty,Jimmy Robertson,11,1196,1370,0.23113650704988192,0.39293301192829644,156,77,927,468,526,290,3601,1880,78,29,308,150,158,86,837,442,6,3,0.0,0.6666666666666666,2856
Ali Carter,Allan Taylor,11,1465,1198,0.8691325167096877,0.6609431415591629,994,604,7042,3893,326,153,1951,945,296,166,1065,593,81,43,460,212,6,3,0.0,0.6666666666666666,2856
Stuart Carrington,Lukas Kleckers,11,1341,1147,0.7935642965945933,0.6189278548001903,373,207,2452,1291,94,38,579,255,136,71,683,360,89,44,333,139,6,1,0.0,0.8571428571428571,2856
Luca Brecel,Andy Lee,11,1326,1115,0.8132249556059346,0.6288998381516232,398,222,2732,1453,137,63,821,386,156,79,909,488,78,25,212,89,6,1,0.0,0.8571428571428571,2856
Nigel Bond,Mark Joyce,11,1275,1334,0.40125297103885843,0.46319171001101955,896,486,7038,3666,503,266,3619,1838,135,62,496,221,155,78,683,343,6,4,0.0,0.6,2856
Chang Bingyu,Mark Davis,11,1142,1424,0.11817505989468888,0.33070459722255396,21,8,160,70,1148,694,8069,4423,82,38,155,69,179,94,897,499,6,4,0.0,0.6,2856
Yan Bingtao,Fan Zhengyi,11,1442,1033,0.9553976538064426,0.7354592830135422,190,118,1373,769,33,5,229,74,293,165,947,539,93,35,191,59,6,0,0.0,1.0,2856
Stuart Bingham,Chen Zifan,11,1491,1195,0.8928309665224095,0.676995856238523,1149,731,8339,4751,103,47,605,276,239,131,1085,620,122,61,393,178,6,2,0.0,0.75,2856
Sam Baird,Fergal O'Brien,11,1234,1291,0.4045317899953643,0.4644351620161461,368,187,2554,1296,914,516,6868,3600,86,33,507,237,121,55,597,284,6,5,0.0,0.5454545454545454,2856
John Astley,Michael Georgiou,11,1287,1276,0.5186038051470776,0.5068745667645342,228,104,1476,693,257,120,1595,770,119,55,525,248,143,63,528,245,6,5,0.0,0.5454545454545454,2856
Mei Xiwen,Marco Fu,11,1374,1379,0.49154118819100323,0.4968750406894683,139,68,953,478,906,538,6769,3679,150,80,539,269,114,58,742,392,6,3,0.0,0.6666666666666666,2856
Ben Woollaston,Ashley Carty,11,1334,1196,0.7203362767604422,0.585404569129465,643,364,4198,2227,156,77,927,468,183,93,847,440,78,29,308,150,6,4,0.0,0.6,2856
Kyren Wilson,Yuan Sijun,11,1511,1356,0.7438795181694131,0.5956807306078472,576,360,3871,2159,102,44,726,343,318,186,1547,878,140,71,490,243,6,1,0.0,0.8571428571428571,2856
Robbie Williams,Judd Trump,11,1322,1699,0.05806236805112988,0.2803956309515509,394,210,2608,1328,1015,703,6951,4152,144,74,569,281,443,289,1592,998,6,5,0.0,0.5454545454545454,2856
Liang Wenbo,Gary Wilson,11,1411,1504,0.34679968616187434,0.4421354272792655,652,390,4569,2509,467,276,3174,1726,202,110,836,442,355,201,935,506,6,3,0.0,0.6666666666666666,2856
James Wattana,Ding Junhui,11,1245,1516,0.12739046782781746,0.33681950490064355,834,444,6983,3630,791,533,6172,3526,90,38,383,157,275,159,1116,633,6,3,0.0,0.6666666666666666,2856
Ricky Walden,Chang Bingyu,11,1421,1142,0.8793617107264892,0.6676332571171155,907,545,6336,3489,21,8,160,70,197,112,1024,548,82,38,155,69,6,4,0.0,0.6,2856
Hossein Vafaei,Robert Milkins,11,1403,1348,0.5921823869887557,0.5343209436693046,132,76,1041,533,889,525,6474,3504,153,83,628,329,130,66,757,396,6,2,0.0,0.75,2856
Craig Steadman,Dominic Dale,11,1295,1306,0.481396194852922,0.4931254332354657,473,251,3133,1628,955,537,6815,3616,102,46,524,251,130,63,572,282,6,5,0.0,0.5454545454545454,2856
Neil Robertson,Kishan Hirani,11,1580,1124,0.9703576120807463,0.7576796390037048,979,645,7181,4110,168,79,931,438,259,153,1223,715,83,29,269,122,6,2,0.0,0.75,2856
Joe O'Connor,John Higgins,11,1275,1535,0.1371156226654094,0.34298953732650117,122,57,780,376,1501,1064,12063,7125,137,69,323,161,438,247,1511,890,6,2,0.0,0.75,2856
Lu Ning,Barry Hawkins,11,1339,1520,0.22230111467138514,0.3887665333241305,121,54,833,399,1033,647,7390,4126,144,75,368,201,238,133,1352,776,6,5,0.0,0.5454545454545454,2856
Alan McManus,Pang Junxu,11,1316,1049,0.8691325167096877,0.6609431415591629,965,567,8036,4257,18,5,124,51,141,71,572,291,72,34,72,34,6,2,0.0,0.75,2856
Anthony McGill,Nigel Bond,11,1366,1275,0.6500741151186586,0.5566309599222533,549,331,3614,1974,896,486,7038,3666,207,107,997,520,135,62,496,221,6,4,0.0,0.6,2856
Stephen Maguire,Xu Si,11,1472,1263,0.8109765513000483,0.6277321638605189,1014,670,7466,4246,76,29,528,235,300,170,1206,687,128,67,414,188,6,1,0.0,0.8571428571428571,2856
Jack Lisowski,John Astley,11,1487,1287,0.8006450896034027,0.6224593312018546,494,306,3293,1826,228,104,1476,693,207,124,1016,593,119,55,525,248,6,2,0.0,0.75,2856
Rod Lawler,Thor Chuan Leong,11,1173,1169,0.5067672397621659,0.5024999791668749,836,441,6319,3236,117,36,772,324,77,26,368,141,68,20,415,183,6,2,0.0,0.75,2856
Mark King,Alexander Ursenbacher,11,1371,1251,0.6942681409008947,0.574442516811659,996,559,7276,3841,147,66,926,430,150,80,896,486,172,87,496,235,6,1,0.0,0.8571428571428571,2856
Michael Holt,Xiao Guodong,11,1372,1400,0.4527427474759105,0.48250714233361025,873,502,6301,3344,484,286,3282,1818,171,95,779,403,193,107,801,453,6,4,0.0,0.6,2856
Andrew Higginson,Adam Stefanow,11,1315,1112,0.8041276633728242,0.6242202334972642,749,440,5316,2897,86,32,524,230,138,68,613,313,75,26,274,109,6,1,0.0,0.8571428571428571,2856
Lyu Haotian,Oliver Lines,11,1335,1174,0.7519246125749761,0.5992881635083561,150,65,1101,520,218,101,1410,682,133,67,555,277,70,21,443,185,6,4,0.0,0.6,2856
Li Hang,Zhou Yuelong,11,1350,1444,0.3452406378162233,0.44151888756183866,307,159,2219,1147,248,141,1710,914,202,109,735,384,200,111,872,476,6,3,0.0,0.6666666666666666,2856
Gerard Greene,Chris Wakelin,11,1234,1396,0.24674832144759412,0.40011163113600173,732,387,5432,2813,223,115,1529,788,94,37,440,199,148,79,637,341,6,2,0.0,0.75,2856
David Gilbert,Matthew Selt,11,1550,1372,0.7739370957025349,0.6094497836283252,666,385,4858,2613,605,329,4129,2159,380,222,1176,642,185,97,697,355,6,4,0.0,0.6,2856
Peter Ebdon,Yan Bingtao,11,1316,1442,0.29691813810360657,0.4218947671156908,1113,635,8725,4679,190,118,1373,769,117,52,675,357,293,165,947,539,6,2,0.0,0.75,2856
Scott Donaldson,Joe Perry,11,1377,1531,0.25747499529797174,0.40492152613386595,277,142,1904,956,1129,678,8099,4418,198,106,682,359,325,194,1163,669,6,4,0.0,0.6,2856
Ken Doherty,Mark Williams,11,1239,1498,0.1380252723863991,0.34355312754339407,1158,697,9407,5129,1489,979,11201,6436,136,61,537,256,225,126,1480,875,6,4,0.0,0.6,2856
Sam Craigie,Ryan Day,11,1347,1335,0.5202936020488736,0.5074994375506203,191,95,1198,615,1044,628,7149,3933,117,57,479,236,163,80,1387,751,6,1,0.0,0.8571428571428571,2856
Ali Carter,Kurt Maflin,11,1465,1372,0.6532003138381255,0.5578645727207344,994,604,7042,3893,571,327,3882,2090,296,166,1065,593,225,128,679,359,6,5,0.0,0.5454545454545454,2856
Stuart Carrington,Jamie Clarke,11,1341,1155,0.7838851580228863,0.6141996427768951,373,207,2452,1291,173,82,1034,515,136,71,683,360,68,20,265,109,6,4,0.0,0.6,2856
Luca Brecel,Sam Baird,11,1326,1234,0.6516385567369204,0.5572478545985555,398,222,2732,1453,368,187,2554,1296,156,79,909,488,86,33,507,237,6,1,0.0,0.8571428571428571,2856
Stuart Bingham,Elliot Slessor,11,1491,1289,0.8029711015893946,0.623633628298226,1149,731,8339,4751,199,88,1259,591,239,131,1085,620,125,58,537,259,6,0,0.0,1.0,2856
Ben Woollaston,Andrew Higginson,11,1334,1315,0.53210977022266,0.5118727677562528,643,364,4198,2227,749,440,5316,2897,183,93,847,440,138,68,613,313,6,3,0.0,0.6666666666666666,2856
Liang Wenbo,Craig Steadman,11,1411,1295,0.6883260125487248,0.5719961329315186,652,390,4569,2509,473,251,3133,1628,202,110,836,442,102,46,524,251,6,5,0.0,0.5454545454545454,2856
Ricky Walden,Ken Doherty,11,1421,1239,0.7789444994063182,0.6118273690017371,907,545,6336,3489,1158,697,9407,5129,197,112,1024,548,136,61,537,256,6,1,0.0,0.8571428571428571,2856
Hossein Vafaei,Joe O'Connor,11,1403,1275,0.7059926256230133,0.5793242521487495,132,76,1041,533,122,57,780,376,153,83,628,329,137,69,323,161,6,3,0.0,0.6666666666666666,2856
Neil Robertson,Mei Xiwen,11,1580,1374,0.8075715200153646,0.6259778577666038,979,645,7181,4110,139,68,953,478,259,153,1223,715,150,80,539,269,6,3,0.0,0.6666666666666666,2856
Lu Ning,Mark King,11,1339,1371,0.4460320996560893,0.48001065984441826,121,54,833,399,996,559,7276,3841,144,75,368,201,150,80,896,486,6,2,0.0,0.75,2856
Alan McManus,Stuart Carrington,11,1316,1341,0.45778509570989345,0.4843800842769844,965,567,8036,4257,373,207,2452,1291,141,71,572,291,136,71,683,360,6,0,0.0,1.0,2856
Anthony McGill,Stephen Maguire,11,1366,1472,0.3267519546873183,0.4341349971045183,549,331,3614,1974,1014,670,7466,4246,207,107,997,520,300,170,1206,687,6,3,0.0,0.6666666666666666,2856
Jack Lisowski,Gerard Greene,11,1487,1234,0.8564268061981422,0.6530561132866127,494,306,3293,1826,732,387,5432,2813,207,124,1016,593,94,37,440,199,6,3,0.0,0.6666666666666666,2856
Rod Lawler,Kyren Wilson,11,1173,1511,0.07877260070812156,0.30048277233757253,836,441,6319,3236,576,360,3871,2159,77,26,368,141,318,186,1547,878,6,4,0.0,0.6,2856
Lyu Haotian,James Wattana,11,1335,1245,0.6485070133712213,0.5560138905446199,150,65,1101,520,834,444,6983,3630,133,67,555,277,90,38,383,157,6,2,0.0,0.75,2856
Li Hang,Robbie Williams,11,1350,1322,0.5472572525240895,0.5174928576663897,307,159,2219,1147,394,210,2608,1328,202,109,735,384,144,74,569,281,6,4,0.0,0.6,2856
Scott Donaldson,David Gilbert,11,1377,1550,0.23241518274016312,0.3935295129316965,277,142,1904,956,666,385,4858,2613,198,106,682,359,380,222,1176,642,6,3,0.0,0.6666666666666666,2856
Sam Craigie,Ali Carter,11,1347,1465,0.3086963971129451,0.42678022732016513,191,95,1198,615,994,604,7042,3893,117,57,479,236,296,166,1065,593,6,4,0.0,0.6,2856
Luca Brecel,Michael Holt,11,1326,1372,0.42268426763510913,0.4712816430485603,398,222,2732,1453,873,502,6301,3344,156,79,909,488,171,95,779,403,6,4,0.0,0.6,2856
Stuart Bingham,Peter Ebdon,11,1491,1316,0.7701380681178696,0.6076631698328917,1149,731,8339,4751,1113,635,8725,4679,239,131,1085,620,117,52,675,357,6,3,0.0,0.6666666666666666,2856
Ben Woollaston,Lyu Haotian,11,1334,1335,0.49830811075590464,0.4993750003255206,643,364,4198,2227,150,65,1101,520,183,93,847,440,133,67,555,277,6,4,0.0,0.6,2856
Neil Robertson,Lu Ning,11,1580,1339,0.8448653440403099,0.6462280583309002,979,645,7181,4110,121,54,833,399,259,153,1223,715,144,75,368,201,6,0,0.0,1.0,2856
Alan McManus,Anthony McGill,11,1316,1366,0.41606129493296945,0.46879062662624377,965,567,8036,4257,549,331,3614,1974,141,71,572,291,207,107,997,520,6,3,0.0,0.6666666666666666,2856
Jack Lisowski,Li Hang,11,1487,1350,0.7189179636673898,0.584797674717737,494,306,3293,1826,307,159,2219,1147,207,124,1016,593,202,109,735,384,6,4,0.0,0.6,2856
Scott Donaldson,Ricky Walden,11,1377,1421,0.4260044467679594,0.47252769565540637,277,142,1904,956,907,545,6336,3489,198,106,682,359,197,112,1024,548,6,5,0.0,0.5454545454545454,2856
Sam Craigie,Liang Wenbo,11,1347,1411,0.3930880661471555,0.46008511544443426,191,95,1198,615,652,390,4569,2509,117,57,479,236,202,110,836,442,6,2,0.0,0.75,2856
