player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Ronnie O'Sullivan,Mark Selby,5,1560,1478,0.5950946751482797,0.5510712693073421,1546,1177,13347,8139,1599,1090,11394,6625,0,0,800,481,32,16,1081,607,2,3,1.0,0.4
Mark Selby,Robert Milkins,5,1478,1317,0.6813292184661539,0.5992881635083561,1599,1090,11394,6625,1157,665,8008,4267,32,16,1081,607,31,15,812,395,3,1,0.0,0.75
Kyren Wilson,Mark Selby,5,1614,1478,0.6548988783631877,0.5841905229354073,1092,701,7000,3967,1599,1090,11394,6625,82,50,1211,713,32,16,1081,607,1,3,1.0,0.25
Ronnie O'Sullivan,Jak Jones,5,1560,1462,0.6131459012867562,0.5609454503247162,1546,1177,13347,8139,427,214,2816,1366,0,0,800,481,29,18,773,427,3,2,0.0,0.6
Robert Milkins,Ronnie O'Sullivan,5,1317,1560,0.2392665579973816,0.352629692418451,1157,665,8008,4267,1546,1177,13347,8139,31,15,812,395,0,0,800,481,3,2,0.0,0.6
Robert Milkins,Chris Wakelin,5,1317,1479,0.3176329165414648,0.4001116311360017,1157,665,8008,4267,457,250,2937,1527,31,15,812,395,7,2,852,471,3,2,0.0,0.6
Robert Milkins,Jak Jones,5,1317,1462,0.33548208572149285,0.4103545214372688,1157,665,8008,4267,427,214,2816,1366,31,15,812,395,29,18,773,427,2,3,1.0,0.4
Jak Jones,Chris Wakelin,5,1462,1479,0.480087116911043,0.4893765989950364,427,214,2816,1366,457,250,2937,1527,29,18,773,427,7,2,852,471,3,2,0.0,0.6
Robert Milkins,Ali Carter,5,1317,1422,0.3790368287562744,0.4347492524329001,1157,665,8008,4267,1358,837,9164,5056,31,15,812,395,55,28,975,538,0,3,1.0,0.0
Jak Jones,Ali Carter,5,1462,1422,0.5467581048282661,0.52497918747894,427,214,2816,1366,1358,837,9164,5056,29,18,773,427,55,28,975,538,0,3,1.0,0.0
Kyren Wilson,Ali Carter,5,1614,1422,0.7127504569085797,0.617747874769249,1092,701,7000,3967,1358,837,9164,5056,82,50,1211,713,55,28,975,538,3,2,0.0,0.6
Mark Selby,Jak Jones,5,1478,1462,0.5187425029989488,0.5099986668799654,1599,1090,11394,6625,427,214,2816,1366,32,16,1081,607,29,18,773,427,1,3,1.0,0.25
Jak Jones,Kyren Wilson,5,1462,1614,0.328080317937705,0.40612689706585725,427,214,2816,1366,1092,701,7000,3967,29,18,773,427,82,50,1211,713,2,3,1.0,0.4
Joe O'Connor,Matthew Selt,5,1458,1374,0.5973640771113722,0.5523079095743252,328,165,2071,1050,899,488,5799,3020,77,47,680,367,16,6,803,418,2,3,1.0,0.4
Matthew Selt,Jimmy Robertson,5,1374,1332,0.5490834638298823,0.5262259093720687,899,488,5799,3020,771,423,5024,2617,16,6,803,418,55,29,617,322,3,1,0.0,0.75
Jackson Page,Matthew Selt,5,1418,1374,0.551406994018993,0.5274723043445937,227,117,1457,731,899,488,5799,3020,27,15,541,286,16,6,803,418,1,3,1.0,0.25
Jackson Page,Mark Selby,5,1418,1478,0.43008079399758015,0.4625701546562504,227,117,1457,731,1599,1090,11394,6625,27,15,541,286,32,16,1081,607,1,3,1.0,0.25
Mark Selby,Jimmy Robertson,5,1478,1332,0.6655796568538406,0.5902502519301834,1599,1090,11394,6625,771,423,5024,2617,32,16,1081,607,55,29,617,322,3,2,0.0,0.6
Jak Jones,Mark Selby,5,1462,1478,0.481257497001051,0.49000133312003447,427,214,2816,1366,1599,1090,11394,6625,29,18,773,427,32,16,1081,607,1,3,1.0,0.25
Mark Selby,Matthew Selt,5,1478,1374,0.6198496125403973,0.5646362918030292,1599,1090,11394,6625,899,488,5799,3020,32,16,1081,607,16,6,803,418,3,2,0.0,0.6
Jackson Page,Jimmy Robertson,5,1418,1332,0.5996299206516845,0.5535439031511182,227,117,1457,731,771,423,5024,2617,27,15,541,286,55,29,617,322,1,3,1.0,0.25
Jak Jones,Jackson Page,5,1462,1418,0.551406994018993,0.5274723043445937,427,214,2816,1366,227,117,1457,731,29,18,773,427,27,15,541,286,2,3,1.0,0.4
Jackson Page,Joe O'Connor,5,1418,1458,0.45324189517173374,0.47502081252106,227,117,1457,731,328,165,2071,1050,27,15,541,286,77,47,680,367,0,3,1.0,0.0
Joe O'Connor,Mark Selby,5,1458,1478,0.4765771392872375,0.4875026035157896,328,165,2071,1050,1599,1090,11394,6625,77,47,680,367,32,16,1081,607,3,2,0.0,0.6
Joe O'Connor,Jimmy Robertson,5,1458,1332,0.6440823753606748,0.5781052328843092,328,165,2071,1050,771,423,5024,2617,77,47,680,367,55,29,617,322,3,1,0.0,0.75
Jak Jones,Joe O'Connor,5,1462,1458,0.5046873828154296,0.5024999791668749,427,214,2816,1366,328,165,2071,1050,29,18,773,427,77,47,680,367,2,3,1.0,0.4
Jak Jones,Stuart Bingham,5,1462,1420,0.5490834638298823,0.5262259093720687,427,214,2816,1366,1530,964,10589,5993,29,18,773,427,11,1,767,408,3,0,0.0,1.0
Jimmy Robertson,Jak Jones,5,1332,1462,0.3515752571547144,0.4194576951793404,771,423,5024,2617,427,214,2816,1366,55,29,617,322,29,18,773,427,1,3,1.0,0.25
Matthew Selt,Jak Jones,5,1374,1462,0.39810787253458646,0.44522076489278517,899,488,5799,3020,427,214,2816,1366,16,6,803,418,29,18,773,427,1,3,1.0,0.25
Stuart Bingham,Mark Selby,5,1420,1478,0.4323866415032619,0.4638133797682053,1530,964,10589,5993,1599,1090,11394,6625,11,1,767,408,32,16,1081,607,3,0,0.0,1.0
Joe O'Connor,Stuart Bingham,5,1458,1420,0.5444310026134622,0.5237321541265612,328,165,2071,1050,1530,964,10589,5993,77,47,680,367,11,1,767,408,0,3,1.0,0.0
Jimmy Robertson,Stuart Bingham,5,1332,1420,0.39810787253458646,0.44522076489278517,771,423,5024,2617,1530,964,10589,5993,55,29,617,322,11,1,767,408,2,3,1.0,0.4
Jackson Page,Stuart Bingham,5,1418,1420,0.4976562646483459,0.49875000260416014,227,117,1457,731,1530,964,10589,5993,27,15,541,286,11,1,767,408,1,3,1.0,0.25
Matthew Selt,Stuart Bingham,5,1374,1420,0.4462713899768853,0.47128164304856035,899,488,5799,3020,1530,964,10589,5993,16,6,803,418,11,1,767,408,1,3,1.0,0.25
Joe O'Connor,Mark Selby,5,1458,1478,0.47657713928723777,0.48750260351578967,328,165,2071,1050,1599,1090,11394,6625,77,47,680,367,32,16,1081,607,1,3,1.0,0.25
Jak Jones,Stuart Bingham,5,1462,1420,0.5490834638298823,0.5262259093720687,427,214,2816,1366,1530,964,10589,5993,29,18,773,427,11,1,767,408,3,2,0.0,0.6
Jak Jones,Mark Selby,5,1462,1478,0.481257497001051,0.49000133312003447,427,214,2816,1366,1599,1090,11394,6625,29,18,773,427,32,16,1081,607,0,3,1.0,0.0
Joe O'Connor,Judd Trump,5,1458,1656,0.2813560350113895,0.3787164048089322,328,165,2071,1050,1496,1078,10380,6282,77,47,680,367,37,24,1356,853,2,3,1.0,0.4
Judd Trump,Jak Jones,5,1656,1462,0.7147219959028013,0.6189278548001903,1496,1078,10380,6282,427,214,2816,1366,37,24,1356,853,29,18,773,427,3,1,0.0,0.75
Neil Robertson,Judd Trump,5,1556,1656,0.3846153313947539,0.43782349911420193,1311,872,9578,5522,1496,1078,10380,6282,31,19,780,438,37,24,1356,853,0,3,1.0,0.0
Stuart Bingham,Judd Trump,5,1420,1656,0.24556028922277573,0.35663485430559827,1530,964,10589,5993,1496,1078,10380,6282,11,1,767,408,37,24,1356,853,1,3,1.0,0.25
Judd Trump,Tom Ford,5,1656,1372,0.7956248745035547,0.6704011598088686,1496,1078,10380,6282,970,554,6576,3504,37,24,1356,853,54,31,786,411,3,1,0.0,0.75
Stuart Bingham,Matthew Selt,5,1420,1374,0.5537286100231147,0.5287183569514398,1530,964,10589,5993,899,488,5799,3020,11,1,767,408,16,6,803,418,2,3,1.0,0.4
Matthew Selt,Judd Trump,5,1374,1656,0.2059975357722988,0.3307045972225539,899,488,5799,3020,1496,1078,10380,6282,16,6,803,418,37,24,1356,853,3,2,0.0,0.6
Matthew Selt,Tom Ford,5,1374,1372,0.5023437353516541,0.5012499973958399,899,488,5799,3020,970,554,6576,3504,16,6,803,418,54,31,786,411,3,1,0.0,0.75
Neil Robertson,Stuart Bingham,5,1556,1420,0.6548988783631877,0.5841905229354074,1311,872,9578,5522,1530,964,10589,5993,31,19,780,438,11,1,767,408,3,1,0.0,0.75
Matthew Selt,Neil Robertson,5,1374,1556,0.2972109628192383,0.38817263099826294,899,488,5799,3020,1311,872,9578,5522,16,6,803,418,31,19,780,438,2,3,1.0,0.4
Neil Robertson,Joe O'Connor,5,1556,1458,0.6131459012867563,0.5609454503247163,1311,872,9578,5522,328,165,2071,1050,31,19,780,438,77,47,680,367,0,3,1.0,0.0
Matthew Selt,Joe O'Connor,5,1374,1458,0.4026359228886276,0.4476920904256747,899,488,5799,3020,328,165,2071,1050,16,6,803,418,77,47,680,367,2,3,1.0,0.4
Jak Jones,Tom Ford,5,1462,1372,0.6041506196887392,0.5560138905446199,427,214,2816,1366,970,554,6576,3504,29,18,773,427,54,31,786,411,3,1,0.0,0.75
Jak Jones,Matthew Selt,5,1462,1374,0.6018921274654135,0.5547792351072148,427,214,2816,1366,899,488,5799,3020,29,18,773,427,16,6,803,418,3,0,0.0,1.0
Neil Robertson,Jak Jones,5,1556,1462,0.6086561511610575,0.5584811124381615,1311,872,9578,5522,427,214,2816,1366,31,19,780,438,29,18,773,427,1,3,1.0,0.25
Stuart Bingham,Jak Jones,5,1420,1462,0.45091653617011773,0.4737740906279313,1530,964,10589,5993,427,214,2816,1366,11,1,767,408,29,18,773,427,0,3,1.0,0.0
Joe O'Connor,Jak Jones,5,1458,1462,0.49531261718457054,0.49750002083312506,328,165,2071,1050,427,214,2816,1366,77,47,680,367,29,18,773,427,1,3,1.0,0.25
Tom Ford,Joe O'Connor,5,1372,1458,0.4003700793483155,0.4464560968488817,970,554,6576,3504,328,165,2071,1050,54,31,786,411,77,47,680,367,3,2,0.0,0.6
Tom Ford,Neil Robertson,5,1372,1556,0.2952050048366186,0.3869858238606645,970,554,6576,3504,1311,872,9578,5522,54,31,786,411,31,19,780,438,3,0,0.0,1.0
Stuart Bingham,Tom Ford,5,1420,1372,0.5560482267070074,0.5299640517645717,1530,964,10589,5993,970,554,6576,3504,11,1,767,408,54,31,786,411,3,1,0.0,0.75
Joe O'Connor,Stuart Bingham,5,1458,1420,0.5444310026134622,0.5237321541265612,328,165,2071,1050,1530,964,10589,5993,77,47,680,367,11,1,767,408,2,3,1.0,0.4
Judd Trump,Joe O'Connor,5,1656,1458,0.7186439649886105,0.6212835951910678,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,3,2,0.0,0.6
Jak Jones,Matthew Selt,5,1462,1374,0.6018921274654134,0.5547792351072147,427,214,2816,1366,899,488,5799,3020,29,18,773,427,16,6,803,418,1,3,1.0,0.25
Matthew Selt,Judd Trump,5,1374,1656,0.2059975357722988,0.3307045972225539,899,488,5799,3020,1496,1078,10380,6282,16,6,803,418,37,24,1356,853,3,0,0.0,1.0
Noppon Saengkham,Judd Trump,5,1383,1656,0.21340042564085904,0.3357035571000113,485,253,3290,1665,1496,1078,10380,6282,23,12,684,363,37,24,1356,853,2,3,1.0,0.4
Judd Trump,Tom Ford,5,1656,1372,0.7956248745035547,0.6704011598088686,1496,1078,10380,6282,970,554,6576,3504,37,24,1356,853,54,31,786,411,3,0,0.0,1.0
Judd Trump,Jak Jones,5,1656,1462,0.7147219959028013,0.6189278548001903,1496,1078,10380,6282,427,214,2816,1366,37,24,1356,853,29,18,773,427,3,1,0.0,0.75
Judd Trump,Jack Lisowski,5,1656,1442,0.7340441511188396,0.6306485256510744,1496,1078,10380,6282,828,505,5422,2971,37,24,1356,853,32,17,817,451,3,2,0.0,0.6
Noppon Saengkham,Tom Ford,5,1383,1372,0.5128881883269052,0.5068745667645342,485,253,3290,1665,970,554,6576,3504,23,12,684,363,54,31,786,411,3,1,0.0,0.75
Noppon Saengkham,Jack Lisowski,5,1383,1442,0.4312333994721201,0.4631917100110195,485,253,3290,1665,828,505,5422,2971,23,12,684,363,32,17,817,451,3,1,0.0,0.75
David Gilbert,Noppon Saengkham,5,1435,1383,0.5606811228214462,0.5324543063873188,976,574,6686,3621,485,253,3290,1665,13,3,685,381,23,12,684,363,1,3,1.0,0.25
Judd Trump,Joe O'Connor,5,1656,1458,0.7186439649886105,0.6212835951910679,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,1,3,1.0,0.25
Joe O'Connor,Jack Lisowski,5,1458,1442,0.518742502998949,0.5099986668799655,328,165,2071,1050,828,505,5422,2971,77,47,680,367,32,17,817,451,3,0,0.0,1.0
David Gilbert,Joe O'Connor,5,1435,1458,0.47306913504118553,0.4856289593029398,976,574,6686,3621,328,165,2071,1050,13,3,685,381,77,47,680,367,0,3,1.0,0.0
Joe O'Connor,Jak Jones,5,1458,1462,0.4953126171845704,0.497500020833125,328,165,2071,1050,427,214,2816,1366,77,47,680,367,29,18,773,427,3,0,0.0,1.0
Noppon Saengkham,Joe O'Connor,5,1383,1458,0.412875113780243,0.45326184801538616,485,253,3290,1665,328,165,2071,1050,23,12,684,363,77,47,680,367,0,3,1.0,0.0
Joe O'Connor,Tom Ford,5,1458,1372,0.5996299206516844,0.5535439031511183,328,165,2071,1050,970,554,6576,3504,77,47,680,367,54,31,786,411,3,1,0.0,0.75
Jack Lisowski,Jak Jones,5,1442,1462,0.4765771392872375,0.4875026035157896,828,505,5422,2971,427,214,2816,1366,32,17,817,451,29,18,773,427,3,1,0.0,0.75
Jak Jones,Noppon Saengkham,5,1462,1383,0.5916840725093613,0.5492151291013335,427,214,2816,1366,485,253,3290,1665,29,18,773,427,23,12,684,363,3,1,0.0,0.75
Jak Jones,Tom Ford,5,1462,1372,0.6041506196887392,0.5560138905446199,427,214,2816,1366,970,554,6576,3504,29,18,773,427,54,31,786,411,3,1,0.0,0.75
David Gilbert,Jak Jones,5,1435,1462,0.4683953746377971,0.4831314043086152,976,574,6686,3621,427,214,2816,1366,13,3,685,381,29,18,773,427,3,1,0.0,0.75
Tom Ford,David Gilbert,5,1372,1435,0.42662690070144393,0.4607061941016405,970,554,6576,3504,976,574,6686,3621,54,31,786,411,13,3,685,381,0,3,1.0,0.0
Judd Trump,David Gilbert,5,1656,1435,0.7406333814583561,0.6347154153791585,1496,1078,10380,6282,976,574,6686,3621,37,24,1356,853,13,3,685,381,1,3,1.0,0.25
Jack Lisowski,David Gilbert,5,1442,1435,0.5082024969963241,0.5043748883497734,828,505,5422,2971,976,574,6686,3621,32,17,817,451,13,3,685,381,1,3,1.0,0.25
Jack Lisowski,Tom Ford,5,1442,1372,0.5814079746991072,0.5436386872370789,828,505,5422,2971,970,554,6576,3504,32,17,817,451,54,31,786,411,0,3,1.0,0.0
David Gilbert,Judd Trump,5,1435,1656,0.2593666185416439,0.36528458462084157,976,574,6686,3621,1496,1078,10380,6282,13,3,685,381,37,24,1356,853,1,3,1.0,0.25
Noppon Saengkham,Joe O'Connor,5,1383,1458,0.412875113780243,0.45326184801538616,485,253,3290,1665,328,165,2071,1050,23,12,684,363,77,47,680,367,2,3,1.0,0.4
Judd Trump,Joe O'Connor,5,1656,1458,0.7186439649886105,0.6212835951910678,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,3,0,0.0,1.0
Zhou Yuelong,Noppon Saengkham,5,1421,1383,0.5444310026134622,0.523732154126561,526,310,3315,1786,485,253,3290,1665,45,27,681,356,23,12,684,363,3,2,0.0,0.6
Zhou Yuelong,Joe O'Connor,5,1421,1458,0.4567331753896467,0.4768914745109111,526,310,3315,1786,328,165,2071,1050,45,27,681,356,77,47,680,367,3,0,0.0,1.0
Joe O'Connor,Ricky Walden,5,1458,1367,0.6052784486190136,0.5566309599222534,328,165,2071,1050,1186,701,7979,4363,77,47,680,367,29,20,715,368,2,3,1.0,0.4
Ricky Walden,Noppon Saengkham,5,1367,1383,0.4812574970010512,0.4900013331200346,1186,701,7979,4363,485,253,3290,1665,29,20,715,368,23,12,684,363,3,1,0.0,0.75
Ricky Walden,David Gilbert,5,1367,1435,0.4208841086347308,0.4576020592256489,1186,701,7979,4363,976,574,6686,3621,29,20,715,368,13,3,685,381,3,2,0.0,0.6
Ricky Walden,Jak Jones,5,1367,1462,0.3902199079950799,0.440902528097607,1186,701,7979,4363,427,214,2816,1366,29,20,715,368,29,18,773,427,3,0,0.0,1.0
Ricky Walden,Xiao Guodong,5,1367,1538,0.3083628858877965,0.3947234662251555,1186,701,7979,4363,792,462,5012,2756,29,20,715,368,50,31,876,483,3,1,0.0,0.75
Ricky Walden,Zhou Yuelong,5,1367,1421,0.4370057667393497,0.4663011645670992,1186,701,7979,4363,526,310,3315,1786,29,20,715,368,45,27,681,356,3,1,0.0,0.75
Noppon Saengkham,David Gilbert,5,1383,1435,0.4393188771785538,0.4675456936126812,485,253,3290,1665,976,574,6686,3621,23,12,684,363,13,3,685,381,3,1,0.0,0.75
Joe O'Connor,Noppon Saengkham,5,1458,1383,0.587124886219757,0.546738151984614,328,165,2071,1050,485,253,3290,1665,77,47,680,367,23,12,684,363,0,3,1.0,0.0
Xiao Guodong,David Gilbert,5,1538,1435,0.6187349736700456,0.5640216374262577,792,462,5012,2756,976,574,6686,3621,50,31,876,483,13,3,685,381,3,1,0.0,0.75
Xiao Guodong,Joe O'Connor,5,1538,1458,0.5928217934973694,0.549833997312478,792,462,5012,2756,328,165,2071,1050,50,31,876,483,77,47,680,367,3,2,0.0,0.6
Xiao Guodong,Zhou Yuelong,5,1538,1421,0.6342383043394371,0.5726080638632601,792,462,5012,2756,526,310,3315,1786,50,31,876,483,45,27,681,356,3,1,0.0,0.75
Xiao Guodong,Noppon Saengkham,5,1538,1383,0.6750697933135998,0.5956807306078472,792,462,5012,2756,485,253,3290,1665,50,31,876,483,23,12,684,363,3,1,0.0,0.75
David Gilbert,Zhou Yuelong,5,1435,1421,0.5164012271242515,0.5087491068802403,976,574,6686,3621,526,310,3315,1786,13,3,685,381,45,27,681,356,3,1,0.0,0.75
Joe O'Connor,David Gilbert,5,1458,1435,0.5269308649588145,0.5143710406970602,328,165,2071,1050,976,574,6686,3621,77,47,680,367,13,3,685,381,1,3,1.0,0.25
Xiao Guodong,Noppon Saengkham,5,1538,1383,0.6750697933135998,0.5956807306078472,792,462,5012,2756,485,253,3290,1665,50,31,876,483,23,12,684,363,3,0,0.0,1.0
David Gilbert,Ricky Walden,5,1435,1367,0.5791158913652692,0.542397940774351,976,574,6686,3621,1186,701,7979,4363,13,3,685,381,29,20,715,368,3,2,0.0,0.6
David Gilbert,Xiao Guodong,5,1435,1538,0.3812650263299544,0.43597836257374234,976,574,6686,3621,792,462,5012,2756,13,3,685,381,50,31,876,483,2,3,1.0,0.4
Kyren Wilson,Hossein Vafaei,5,1614,1396,0.7378206707294854,0.6329747766804606,1092,701,7000,3967,352,212,2439,1299,82,50,1211,713,25,13,690,389,3,1,0.0,0.75
Si Jiahui,Kyren Wilson,5,1437,1614,0.30225524113023383,0.3911454307890496,215,122,1447,777,1092,701,7000,3967,19,9,833,461,82,50,1211,713,2,3,1.0,0.4
Kyren Wilson,Matthew Selt,5,1614,1374,0.7580478951370674,0.6456563062257954,1092,701,7000,3967,899,488,5799,3020,82,50,1211,713,16,6,803,418,3,0,0.0,1.0
Si Jiahui,Hossein Vafaei,5,1437,1396,0.547921007585874,0.5256025883246178,215,122,1447,777,352,212,2439,1299,19,9,833,461,25,13,690,389,0,3,1.0,0.0
Hossein Vafaei,Xiao Guodong,5,1396,1538,0.3386758544402013,0.4121704615174885,352,212,2439,1299,792,462,5012,2756,25,13,690,389,50,31,876,483,3,0,0.0,1.0
Matthew Selt,Hossein Vafaei,5,1374,1396,0.4742382323354173,0.486253465097645,899,488,5799,3020,352,212,2439,1299,16,6,803,418,25,13,690,389,0,3,1.0,0.0
Matthew Selt,Judd Trump,5,1374,1656,0.20599753577229896,0.33070459722255396,899,488,5799,3020,1496,1078,10380,6282,16,6,803,418,37,24,1356,853,2,3,1.0,0.4
Kyren Wilson,Judd Trump,5,1614,1656,0.45091653617011773,0.4737740906279313,1092,701,7000,3967,1496,1078,10380,6282,82,50,1211,713,37,24,1356,853,0,3,1.0,0.0
Judd Trump,Hossein Vafaei,5,1656,1396,0.7756138085243847,0.6570104626734988,1496,1078,10380,6282,352,212,2439,1299,37,24,1356,853,25,13,690,389,3,2,0.0,0.6
Xiao Guodong,Judd Trump,5,1538,1656,0.3646630049010262,0.4267802273201652,792,462,5012,2756,1496,1078,10380,6282,50,31,876,483,37,24,1356,853,2,3,1.0,0.4
Judd Trump,Mark Selby,5,1656,1478,0.6987569478302973,0.6094497836283252,1496,1078,10380,6282,1599,1090,11394,6625,37,24,1356,853,32,16,1081,607,3,2,0.0,0.6
Si Jiahui,Judd Trump,5,1437,1656,0.26123987742034416,0.36644462236322495,215,122,1447,777,1496,1078,10380,6282,19,9,833,461,37,24,1356,853,1,3,1.0,0.25
Matthew Selt,Si Jiahui,5,1374,1437,0.426626900701444,0.4607061941016405,899,488,5799,3020,215,122,1447,777,16,6,803,418,19,9,833,461,3,1,0.0,0.75
Mark Selby,Matthew Selt,5,1478,1374,0.6198496125403972,0.5646362918030292,1599,1090,11394,6625,899,488,5799,3020,32,16,1081,607,16,6,803,418,2,3,1.0,0.4
Mark Selby,Xiao Guodong,5,1478,1538,0.4300807939975804,0.4625701546562504,1599,1090,11394,6625,792,462,5012,2756,32,16,1081,607,50,31,876,483,3,2,0.0,0.6
Si Jiahui,Mark Selby,5,1437,1478,0.45207899241412586,0.4743974116753822,215,122,1447,777,1599,1090,11394,6625,19,9,833,461,32,16,1081,607,2,3,1.0,0.4
Kyren Wilson,Mark Selby,5,1614,1478,0.6548988783631877,0.5841905229354073,1092,701,7000,3967,1599,1090,11394,6625,82,50,1211,713,32,16,1081,607,1,3,1.0,0.25
Mark Selby,Hossein Vafaei,5,1478,1396,0.5950946751482796,0.551071269307342,1599,1090,11394,6625,352,212,2439,1299,32,16,1081,607,25,13,690,389,3,0,0.0,1.0
Xiao Guodong,Si Jiahui,5,1538,1437,0.6165024924157996,0.5627917401386452,792,462,5012,2756,215,122,1447,777,50,31,876,483,19,9,833,461,2,3,1.0,0.4
Xiao Guodong,Matthew Selt,5,1538,1374,0.6844381447775079,0.6010878788483698,792,462,5012,2756,899,488,5799,3020,50,31,876,483,16,6,803,418,3,0,0.0,1.0
Xiao Guodong,Kyren Wilson,5,1538,1614,0.4117340918258475,0.4526423818569107,792,462,5012,2756,1092,701,7000,3967,50,31,876,483,82,50,1211,713,3,0,0.0,1.0
Judd Trump,Kyren Wilson,5,1656,1614,0.5490834638298823,0.5262259093720687,1496,1078,10380,6282,1092,701,7000,3967,37,24,1356,853,82,50,1211,713,0,3,1.0,0.0
Hossein Vafaei,Mark Selby,5,1396,1478,0.40490532485172037,0.44892873069265804,352,212,2439,1299,1599,1090,11394,6625,25,13,690,389,32,16,1081,607,1,3,1.0,0.25
Kyren Wilson,Mark Selby,5,1614,1478,0.6548988783631877,0.5841905229354073,1092,701,7000,3967,1599,1090,11394,6625,82,50,1211,713,32,16,1081,607,0,3,1.0,0.0
Zhang Anda,Kyren Wilson,11,1399,1599,0.19935491039659725,0.3775406687981454,508,265,3553,1815,1108,712,7063,4002,31,15,790,432,145,85,1274,748,4,6,1.0,0.4
Judd Trump,Barry Hawkins,11,1649,1554,0.6563156776858904,0.559097471902393,1519,1096,10475,6340,1382,867,9542,5349,132,82,1451,911,91,54,897,515,6,1,0.0,0.8571428571428571
Ali Carter,Mark Selby,11,1432,1567,0.28392948378463134,0.41641688448272474,1371,842,9219,5083,1622,1108,11488,6686,110,55,1030,565,126,77,1175,668,1,6,1.0,0.1428571428571429
Neil Robertson,John Higgins,11,1516,1563,0.4210263067102562,0.4706587499542143,1317,874,9600,5529,1916,1351,14824,8738,53,26,802,445,80,49,1143,671,6,5,0.0,0.5454545454545454
Gary Wilson,Shaun Murphy,11,1366,1518,0.26019561584224316,0.40612689706585725,763,435,4904,2626,1399,918,10081,5727,50,23,843,435,50,35,849,488,3,6,1.0,0.33333333333333337
Mark Williams,Ding Junhui,11,1544,1541,0.5050755408439632,0.501874991210987,1823,1195,13315,7643,1024,681,7876,4488,14,4,821,474,28,17,790,437,5,6,1.0,0.4545454545454546
Chris Wakelin,Luca Brecel,11,1449,1421,0.5472572525240895,0.5174928576663897,476,258,3014,1563,666,387,4466,2409,84,38,929,507,22,12,669,352,3,6,1.0,0.33333333333333337
Mark Allen,Si Jiahui,11,1540,1446,0.6547593621837766,0.5584811124381613,1116,743,7909,4498,229,130,1508,808,32,18,971,548,80,40,894,492,6,2,0.0,0.75
Kyren Wilson,Luca Brecel,11,1599,1421,0.7739370957025349,0.6094497836283252,1108,712,7063,4002,666,387,4466,2409,145,85,1274,748,22,12,669,352,6,4,0.0,0.6
Ding Junhui,Judd Trump,11,1541,1649,0.3237115889261103,0.4329070950345457,1024,681,7876,4488,1519,1096,10475,6340,28,17,790,437,132,82,1451,911,3,6,1.0,0.33333333333333337
Shaun Murphy,Neil Robertson,11,1518,1516,0.5033837467656391,0.5012499973958399,1399,918,10081,5727,1317,874,9600,5529,50,35,849,488,53,26,802,445,6,2,0.0,0.75
Mark Allen,Mark Selby,11,1540,1567,0.4544226902138782,0.4831314043086152,1116,743,7909,4498,1622,1108,11488,6686,32,18,971,548,126,77,1175,668,6,2,0.0,0.75
Kyren Wilson,Judd Trump,11,1599,1649,0.4160612949329694,0.4687906266262437,1108,712,7063,4002,1519,1096,10475,6340,145,85,1274,748,132,82,1451,911,6,3,0.0,0.6666666666666666
Mark Allen,Shaun Murphy,11,1540,1518,0.5371654626927551,0.513746534902355,1116,743,7909,4498,1399,918,10081,5727,32,18,971,548,50,35,849,488,3,6,1.0,0.33333333333333337
Kyren Wilson,Shaun Murphy,19,1599,1518,0.6724920695266583,0.5504527113395277,1108,712,7063,4002,1399,918,10081,5727,145,85,1274,748,50,35,849,488,7,10,1.0,0.4117647058823529
Artemijs Zizins,Farakh Ajaib,7,1175,1159,0.5218633393972989,0.5099986668799655,30,16,179,92,167,71,920,421,34,16,179,92,23,10,203,97,4,0,0.0,1.0
Wang Yuchen,Zak Surety,7,1239,1349,0.3533092199647454,0.4316800165217519,115,45,736,323,276,129,1608,780,25,11,226,117,63,38,453,229,4,2,0.0,0.6666666666666666
Jimmy White,Joshua Thomond,7,1132,1045,0.6170981549456108,0.5541616527636486,1589,849,13167,6787,86,35,466,217,13,3,337,133,25,11,180,82,4,0,0.0,1.0
Allan Taylor,Haris Tahir,7,1222,1091,0.6729150209582897,0.5811509642893937,466,214,2735,1310,29,14,184,86,28,13,387,187,16,6,159,74,4,3,0.0,0.5714285714285714
Ishpreet Singh Chadha,Siripaporn Nuanthakhamjan,7,1238,826,0.9167335033475016,0.7369158958334202,63,34,380,196,29,0,164,29,25,11,380,196,12,2,164,29,4,0,0.0,1.0
Cheung Ka Wai,Amir Sarkhosh,7,1214,1119,0.6274848196821066,0.559097471902393,44,24,263,146,49,21,317,155,29,14,209,112,21,8,175,82,3,4,1.0,0.4285714285714286
