player1,player2,best_of,player1_elo,player2_elo,elo_match_win_rate,elo_frame_win_rate,p1_matches_played,p1_matches_won,p1_frames_played,p1_frames_won,p2_matches_played,p2_matches_won,p2_frames_played,p2_frames_won,p1_frames_played_1_year,p1_frames_won_1_year,p1_frames_played_3_years,p1_frames_won_3_years,p2_frames_played_1_year,p2_frames_won_1_year,p2_frames_played_3_years,p2_frames_won_3_years,score1,score2,match_result,win_percentage
Ryan Day,Elliot Slessor,5,1382,1424,0.45091653617011773,0.4737740906279313,1336,788,8821,4796,410,207,2505,1248,30,16,713,364,43,25,673,370,3,1,0.0,0.75
Hossein Vafaei,Ryan Day,5,1396,1382,0.5164012271242515,0.5087491068802403,352,212,2439,1299,1336,788,8821,4796,25,13,690,389,30,16,713,364,3,1,0.0,0.75
Jak Jones,Pang Junxu,5,1462,1454,0.5093740625937418,0.5049998333399998,427,214,2816,1366,206,115,1345,706,29,18,773,427,41,24,781,428,3,1,0.0,0.75
Hossein Vafaei,Jak Jones,5,1396,1462,0.42317910919977986,0.45884333184977194,352,212,2439,1299,427,214,2816,1366,25,13,690,389,29,18,773,427,3,1,0.0,0.75
Chris Wakelin,Pang Junxu,5,1479,1454,0.5292682926862966,0.5156199157230156,457,250,2937,1527,206,115,1345,706,7,2,852,471,41,24,781,428,3,1,0.0,0.75
Chris Wakelin,Ryan Day,7,1479,1382,0.6300664956451868,0.5603296426885532,457,250,2937,1527,1336,788,8821,4796,7,2,852,471,30,16,713,364,3,0,0.0,1.0
Chris Wakelin,Robert Milkins,7,1479,1317,0.7099919234270913,0.5998883688639983,457,250,2937,1527,1157,665,8008,4267,7,2,852,471,31,15,812,395,3,0,0.0,1.0
Robert Milkins,Jak Jones,5,1317,1462,0.3354820857214928,0.4103545214372688,1157,665,8008,4267,427,214,2816,1366,31,15,812,395,29,18,773,427,3,1,0.0,0.75
Robert Milkins,Ryan Day,5,1317,1382,0.424327677877833,0.4594641607262107,1157,665,8008,4267,1336,788,8821,4796,31,15,812,395,30,16,713,364,3,1,0.0,0.75
Robert Milkins,Ali Carter,5,1317,1422,0.3790368287562745,0.43474925243290014,1157,665,8008,4267,1358,837,9164,5056,31,15,812,395,55,28,975,538,3,2,0.0,0.6
Pang Junxu,Robert Milkins,5,1454,1317,0.6559731969251956,0.584797674717737,206,115,1345,706,1157,665,8008,4267,41,24,781,428,31,15,812,395,3,1,0.0,0.75
Pang Junxu,Ali Carter,7,1454,1422,0.5436568604546561,0.5199893401555818,206,115,1345,706,1358,837,9164,5056,41,24,781,428,55,28,975,538,3,2,0.0,0.6
Jak Jones,Chris Wakelin,5,1462,1479,0.480087116911043,0.4893765989950364,427,214,2816,1366,457,250,2937,1527,29,18,773,427,7,2,852,471,3,0,0.0,1.0
Jak Jones,Ali Carter,5,1462,1422,0.5467581048282663,0.52497918747894,427,214,2816,1366,1358,837,9164,5056,29,18,773,427,55,28,975,538,3,2,0.0,0.6
Jak Jones,Pang Junxu,5,1462,1454,0.5093740625937418,0.5049998333399998,427,214,2816,1366,206,115,1345,706,29,18,773,427,41,24,781,428,3,0,0.0,1.0
Si Jiahui,Jak Jones,5,1437,1462,0.47073170731370345,0.4843800842769844,215,122,1447,777,427,214,2816,1366,19,9,833,461,29,18,773,427,3,2,0.0,0.6
Si Jiahui,Pang Junxu,5,1437,1454,0.480087116911043,0.4893765989950364,215,122,1447,777,206,115,1345,706,19,9,833,461,41,24,781,428,3,0,0.0,1.0
Si Jiahui,Ryan Day,5,1437,1382,0.5641499172433742,0.5343209436693046,215,122,1447,777,1336,788,8821,4796,19,9,833,461,30,16,713,364,3,1,0.0,0.75
Si Jiahui,Chris Wakelin,5,1437,1479,0.45091653617011773,0.4737740906279313,215,122,1447,777,457,250,2937,1527,19,9,833,461,7,2,852,471,3,2,0.0,0.6
Si Jiahui,Robert Milkins,7,1437,1317,0.6592810606298003,0.574442516811659,215,122,1447,777,1157,665,8008,4267,19,9,833,461,31,15,812,395,3,1,0.0,0.75
Ryan Day,Pang Junxu,5,1382,1454,0.4163029406965494,0.45512110762641994,1336,788,8821,4796,206,115,1345,706,30,16,713,364,41,24,781,428,3,0,0.0,1.0
Ryan Day,Jak Jones,7,1382,1462,0.3920645840647391,0.45016600268752216,1336,788,8821,4796,427,214,2816,1366,30,16,713,364,29,18,773,427,3,2,0.0,0.6
Ali Carter,Ryan Day,5,1422,1382,0.5467581048282663,0.52497918747894,1358,837,9164,5056,1336,788,8821,4796,55,28,975,538,30,16,713,364,3,2,0.0,0.6
Ali Carter,Chris Wakelin,5,1422,1479,0.43354050968264723,0.4644351620161461,1358,837,9164,5056,457,250,2937,1527,55,28,975,538,7,2,852,471,3,1,0.0,0.75
Ali Carter,Si Jiahui,7,1422,1437,0.47950179614537025,0.4906260984783392,1358,837,9164,5056,215,122,1447,777,55,28,975,538,19,9,833,461,3,1,0.0,0.75
Jak Jones,Ali Carter,5,1462,1422,0.5467581048282663,0.52497918747894,427,214,2816,1366,1358,837,9164,5056,29,18,773,427,55,28,975,538,3,1,0.0,0.75
Si Jiahui,Chris Wakelin,5,1437,1479,0.45091653617011773,0.4737740906279313,215,122,1447,777,457,250,2937,1527,19,9,833,461,7,2,852,471,3,2,0.0,0.6
Si Jiahui,Jak Jones,5,1437,1462,0.47073170731370345,0.4843800842769844,215,122,1447,777,427,214,2816,1366,19,9,833,461,29,18,773,427,3,2,0.0,0.6
Kyren Wilson,Jak Jones,5,1614,1462,0.671919682062295,0.5938731029341427,1092,701,7000,3967,427,214,2816,1366,82,50,1211,713,29,18,773,427,3,1,0.0,0.75
Kyren Wilson,Chris Wakelin,5,1614,1479,0.6538232022339039,0.5835831155172753,1092,701,7000,3967,457,250,2937,1527,82,50,1211,713,7,2,852,471,3,1,0.0,0.75
Kyren Wilson,Ali Carter,5,1614,1422,0.7127504569085797,0.617747874769249,1092,701,7000,3967,1358,837,9164,5056,82,50,1211,713,55,28,975,538,3,2,0.0,0.6
Kyren Wilson,Robert Milkins,5,1614,1317,0.805968439354845,0.6775422953274692,1092,701,7000,3967,1157,665,8008,4267,82,50,1211,713,31,15,812,395,3,1,0.0,0.75
Kyren Wilson,Ronnie O'Sullivan,5,1614,1560,0.5629942332606505,0.5336988354329009,1092,701,7000,3967,1546,1177,13347,8139,82,50,1211,713,0,0,800,481,3,1,0.0,0.75
Chris Wakelin,Ali Carter,5,1479,1422,0.5664594903173529,0.5355648379838539,457,250,2937,1527,1358,837,9164,5056,7,2,852,471,55,28,975,538,3,0,0.0,1.0
Chris Wakelin,Ronnie O'Sullivan,5,1479,1560,0.4060413356537326,0.4495472886604723,457,250,2937,1527,1546,1177,13347,8139,7,2,852,471,0,0,800,481,3,2,0.0,0.6
Mark Selby,Chris Wakelin,5,1478,1479,0.49882812683105177,0.4993750003255206,1599,1090,11394,6625,457,250,2937,1527,32,16,1081,607,7,2,852,471,3,0,0.0,1.0
Mark Selby,Jak Jones,5,1478,1462,0.518742502998949,0.5099986668799655,1599,1090,11394,6625,427,214,2816,1366,32,16,1081,607,29,18,773,427,3,0,0.0,1.0
Mark Selby,Ali Carter,5,1478,1422,0.5653050064173626,0.5349429451582145,1599,1090,11394,6625,1358,837,9164,5056,32,16,1081,607,55,28,975,538,3,1,0.0,0.75
Mark Selby,Ronnie O'Sullivan,5,1478,1560,0.4049053248517203,0.448928730692658,1599,1090,11394,6625,1546,1177,13347,8139,32,16,1081,607,0,0,800,481,3,2,0.0,0.6
Mark Selby,Robert Milkins,5,1478,1317,0.6813292184661539,0.5992881635083561,1599,1090,11394,6625,1157,665,8008,4267,32,16,1081,607,31,15,812,395,3,1,0.0,0.75
Mark Selby,Kyren Wilson,5,1478,1614,0.34510112163681234,0.4158094770645927,1599,1090,11394,6625,1092,701,7000,3967,32,16,1081,607,82,50,1211,713,3,1,0.0,0.75
Ronnie O'Sullivan,Jak Jones,5,1560,1462,0.6131459012867562,0.5609454503247162,1546,1177,13347,8139,427,214,2816,1366,0,0,800,481,29,18,773,427,3,2,0.0,0.6
Robert Milkins,Ronnie O'Sullivan,5,1317,1560,0.23926655799738164,0.35262969241845105,1157,665,8008,4267,1546,1177,13347,8139,31,15,812,395,0,0,800,481,3,2,0.0,0.6
Robert Milkins,Chris Wakelin,5,1317,1479,0.31763291654146486,0.40011163113600173,1157,665,8008,4267,457,250,2937,1527,31,15,812,395,7,2,852,471,3,2,0.0,0.6
Jak Jones,Robert Milkins,5,1462,1317,0.6645179142785071,0.5896454785627312,427,214,2816,1366,1157,665,8008,4267,29,18,773,427,31,15,812,395,3,2,0.0,0.6
Jak Jones,Chris Wakelin,5,1462,1479,0.480087116911043,0.4893765989950364,427,214,2816,1366,457,250,2937,1527,29,18,773,427,7,2,852,471,3,2,0.0,0.6
Ali Carter,Robert Milkins,5,1422,1317,0.6209631712437256,0.5652507475670999,1358,837,9164,5056,1157,665,8008,4267,55,28,975,538,31,15,812,395,3,0,0.0,1.0
Ali Carter,Jak Jones,5,1422,1462,0.4532418951717338,0.47502081252106,1358,837,9164,5056,427,214,2816,1366,55,28,975,538,29,18,773,427,3,0,0.0,1.0
Kyren Wilson,Ali Carter,5,1614,1422,0.7127504569085797,0.617747874769249,1092,701,7000,3967,1358,837,9164,5056,82,50,1211,713,55,28,975,538,3,2,0.0,0.6
Jak Jones,Mark Selby,5,1462,1478,0.48125749700105125,0.4900013331200346,427,214,2816,1366,1599,1090,11394,6625,29,18,773,427,32,16,1081,607,3,1,0.0,0.75
Kyren Wilson,Jak Jones,5,1614,1462,0.671919682062295,0.5938731029341427,1092,701,7000,3967,427,214,2816,1366,82,50,1211,713,29,18,773,427,3,2,0.0,0.6
Matthew Selt,Joe O'Connor,5,1374,1458,0.4026359228886278,0.4476920904256748,899,488,5799,3020,328,165,2071,1050,16,6,803,418,77,47,680,367,3,2,0.0,0.6
Matthew Selt,Jimmy Robertson,5,1374,1332,0.5490834638298823,0.5262259093720687,899,488,5799,3020,771,423,5024,2617,16,6,803,418,55,29,617,322,3,1,0.0,0.75
Matthew Selt,Jackson Page,5,1374,1418,0.44859300598100715,0.47252769565540637,899,488,5799,3020,227,117,1457,731,16,6,803,418,27,15,541,286,3,1,0.0,0.75
Mark Selby,Jackson Page,5,1478,1418,0.5699192060024199,0.5374298453437496,1599,1090,11394,6625,227,117,1457,731,32,16,1081,607,27,15,541,286,3,1,0.0,0.75
Mark Selby,Jimmy Robertson,5,1478,1332,0.6655796568538406,0.5902502519301834,1599,1090,11394,6625,771,423,5024,2617,32,16,1081,607,55,29,617,322,3,2,0.0,0.6
Mark Selby,Jak Jones,5,1478,1462,0.518742502998949,0.5099986668799655,1599,1090,11394,6625,427,214,2816,1366,32,16,1081,607,29,18,773,427,3,1,0.0,0.75
Mark Selby,Matthew Selt,5,1478,1374,0.6198496125403973,0.5646362918030292,1599,1090,11394,6625,899,488,5799,3020,32,16,1081,607,16,6,803,418,3,2,0.0,0.6
Jimmy Robertson,Jackson Page,5,1332,1418,0.4003700793483155,0.4464560968488817,771,423,5024,2617,227,117,1457,731,55,29,617,322,27,15,541,286,3,1,0.0,0.75
Jackson Page,Jak Jones,5,1418,1462,0.44859300598100715,0.47252769565540637,227,117,1457,731,427,214,2816,1366,27,15,541,286,29,18,773,427,3,2,0.0,0.6
Joe O'Connor,Jackson Page,5,1458,1418,0.5467581048282663,0.52497918747894,328,165,2071,1050,227,117,1457,731,77,47,680,367,27,15,541,286,3,0,0.0,1.0
Joe O'Connor,Mark Selby,5,1458,1478,0.47657713928723755,0.4875026035157896,328,165,2071,1050,1599,1090,11394,6625,77,47,680,367,32,16,1081,607,3,2,0.0,0.6
Joe O'Connor,Jimmy Robertson,5,1458,1332,0.6440823753606748,0.5781052328843092,328,165,2071,1050,771,423,5024,2617,77,47,680,367,55,29,617,322,3,1,0.0,0.75
Joe O'Connor,Jak Jones,5,1458,1462,0.4953126171845704,0.49750002083312506,328,165,2071,1050,427,214,2816,1366,77,47,680,367,29,18,773,427,3,2,0.0,0.6
Jak Jones,Stuart Bingham,5,1462,1420,0.5490834638298823,0.5262259093720687,427,214,2816,1366,1530,964,10589,5993,29,18,773,427,11,1,767,408,3,0,0.0,1.0
Jak Jones,Jimmy Robertson,5,1462,1332,0.6484247428452856,0.5805423048206596,427,214,2816,1366,771,423,5024,2617,29,18,773,427,55,29,617,322,3,1,0.0,0.75
Jak Jones,Matthew Selt,5,1462,1374,0.6018921274654135,0.5547792351072148,427,214,2816,1366,899,488,5799,3020,29,18,773,427,16,6,803,418,3,1,0.0,0.75
Stuart Bingham,Mark Selby,5,1420,1478,0.4323866415032619,0.4638133797682053,1530,964,10589,5993,1599,1090,11394,6625,11,1,767,408,32,16,1081,607,3,0,0.0,1.0
Stuart Bingham,Joe O'Connor,5,1420,1458,0.4555689973865378,0.4762678458734389,1530,964,10589,5993,328,165,2071,1050,11,1,767,408,77,47,680,367,3,0,0.0,1.0
Stuart Bingham,Jimmy Robertson,5,1420,1332,0.6018921274654135,0.5547792351072148,1530,964,10589,5993,771,423,5024,2617,11,1,767,408,55,29,617,322,3,2,0.0,0.6
Stuart Bingham,Jackson Page,5,1420,1418,0.5023437353516541,0.5012499973958399,1530,964,10589,5993,227,117,1457,731,11,1,767,408,27,15,541,286,3,1,0.0,0.75
Stuart Bingham,Matthew Selt,5,1420,1374,0.5537286100231147,0.5287183569514396,1530,964,10589,5993,899,488,5799,3020,11,1,767,408,16,6,803,418,3,1,0.0,0.75
Mark Selby,Joe O'Connor,5,1478,1458,0.5234228607127622,0.5124973964842103,1599,1090,11394,6625,328,165,2071,1050,32,16,1081,607,77,47,680,367,3,1,0.0,0.75
Jak Jones,Stuart Bingham,5,1462,1420,0.5490834638298823,0.5262259093720687,427,214,2816,1366,1530,964,10589,5993,29,18,773,427,11,1,767,408,3,2,0.0,0.6
Mark Selby,Jak Jones,5,1478,1462,0.518742502998949,0.5099986668799655,1599,1090,11394,6625,427,214,2816,1366,32,16,1081,607,29,18,773,427,3,0,0.0,1.0
Judd Trump,Joe O'Connor,5,1656,1458,0.7186439649886105,0.6212835951910678,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,3,2,0.0,0.6
Judd Trump,Jak Jones,5,1656,1462,0.7147219959028013,0.6189278548001903,1496,1078,10380,6282,427,214,2816,1366,37,24,1356,853,29,18,773,427,3,1,0.0,0.75
Judd Trump,Neil Robertson,5,1656,1556,0.6153846686052461,0.5621765008857981,1496,1078,10380,6282,1311,872,9578,5522,37,24,1356,853,31,19,780,438,3,0,0.0,1.0
Judd Trump,Stuart Bingham,5,1656,1420,0.7544397107772243,0.6433651456944017,1496,1078,10380,6282,1530,964,10589,5993,37,24,1356,853,11,1,767,408,3,1,0.0,0.75
Judd Trump,Tom Ford,5,1656,1372,0.7956248745035547,0.6704011598088686,1496,1078,10380,6282,970,554,6576,3504,37,24,1356,853,54,31,786,411,3,1,0.0,0.75
Matthew Selt,Stuart Bingham,5,1374,1420,0.4462713899768853,0.4712816430485603,899,488,5799,3020,1530,964,10589,5993,16,6,803,418,11,1,767,408,3,2,0.0,0.6
Matthew Selt,Judd Trump,5,1374,1656,0.20599753577229885,0.33070459722255396,899,488,5799,3020,1496,1078,10380,6282,16,6,803,418,37,24,1356,853,3,2,0.0,0.6
Matthew Selt,Tom Ford,5,1374,1372,0.5023437353516541,0.5012499973958399,899,488,5799,3020,970,554,6576,3504,16,6,803,418,54,31,786,411,3,1,0.0,0.75
Neil Robertson,Stuart Bingham,5,1556,1420,0.6548988783631877,0.5841905229354074,1311,872,9578,5522,1530,964,10589,5993,31,19,780,438,11,1,767,408,3,1,0.0,0.75
Neil Robertson,Matthew Selt,5,1556,1374,0.7027890371807617,0.6118273690017371,1311,872,9578,5522,899,488,5799,3020,31,19,780,438,16,6,803,418,3,2,0.0,0.6
Joe O'Connor,Neil Robertson,5,1458,1556,0.3868540987132437,0.43905454967528373,328,165,2071,1050,1311,872,9578,5522,77,47,680,367,31,19,780,438,3,0,0.0,1.0
Joe O'Connor,Matthew Selt,5,1458,1374,0.5973640771113724,0.5523079095743253,328,165,2071,1050,899,488,5799,3020,77,47,680,367,16,6,803,418,3,2,0.0,0.6
Jak Jones,Tom Ford,5,1462,1372,0.6041506196887392,0.5560138905446199,427,214,2816,1366,970,554,6576,3504,29,18,773,427,54,31,786,411,3,1,0.0,0.75
Jak Jones,Matthew Selt,5,1462,1374,0.6018921274654135,0.5547792351072148,427,214,2816,1366,899,488,5799,3020,29,18,773,427,16,6,803,418,3,0,0.0,1.0
Jak Jones,Neil Robertson,5,1462,1556,0.39134384883894247,0.44151888756183866,427,214,2816,1366,1311,872,9578,5522,29,18,773,427,31,19,780,438,3,1,0.0,0.75
Jak Jones,Stuart Bingham,5,1462,1420,0.5490834638298823,0.5262259093720687,427,214,2816,1366,1530,964,10589,5993,29,18,773,427,11,1,767,408,3,0,0.0,1.0
Jak Jones,Joe O'Connor,5,1462,1458,0.5046873828154295,0.5024999791668749,427,214,2816,1366,328,165,2071,1050,29,18,773,427,77,47,680,367,3,1,0.0,0.75
Tom Ford,Joe O'Connor,5,1372,1458,0.4003700793483155,0.4464560968488817,970,554,6576,3504,328,165,2071,1050,54,31,786,411,77,47,680,367,3,2,0.0,0.6
Tom Ford,Neil Robertson,5,1372,1556,0.2952050048366186,0.38698582386066455,970,554,6576,3504,1311,872,9578,5522,54,31,786,411,31,19,780,438,3,0,0.0,1.0
Stuart Bingham,Tom Ford,5,1420,1372,0.5560482267070074,0.5299640517645717,1530,964,10589,5993,970,554,6576,3504,11,1,767,408,54,31,786,411,3,1,0.0,0.75
Stuart Bingham,Joe O'Connor,5,1420,1458,0.4555689973865378,0.4762678458734389,1530,964,10589,5993,328,165,2071,1050,11,1,767,408,77,47,680,367,3,2,0.0,0.6
Judd Trump,Joe O'Connor,5,1656,1458,0.7186439649886105,0.6212835951910678,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,3,2,0.0,0.6
Matthew Selt,Jak Jones,5,1374,1462,0.3981078725345865,0.4452207648927852,899,488,5799,3020,427,214,2816,1366,16,6,803,418,29,18,773,427,3,1,0.0,0.75
Matthew Selt,Judd Trump,5,1374,1656,0.20599753577229885,0.33070459722255396,899,488,5799,3020,1496,1078,10380,6282,16,6,803,418,37,24,1356,853,3,0,0.0,1.0
Judd Trump,Noppon Saengkham,5,1656,1383,0.786599574359141,0.6642964428999887,1496,1078,10380,6282,485,253,3290,1665,37,24,1356,853,23,12,684,363,3,2,0.0,0.6
Judd Trump,Tom Ford,5,1656,1372,0.7956248745035547,0.6704011598088686,1496,1078,10380,6282,970,554,6576,3504,37,24,1356,853,54,31,786,411,3,0,0.0,1.0
Judd Trump,Jak Jones,5,1656,1462,0.7147219959028013,0.6189278548001903,1496,1078,10380,6282,427,214,2816,1366,37,24,1356,853,29,18,773,427,3,1,0.0,0.75
Judd Trump,Jack Lisowski,5,1656,1442,0.7340441511188396,0.6306485256510744,1496,1078,10380,6282,828,505,5422,2971,37,24,1356,853,32,17,817,451,3,2,0.0,0.6
Noppon Saengkham,Tom Ford,5,1383,1372,0.5128881883269052,0.5068745667645342,485,253,3290,1665,970,554,6576,3504,23,12,684,363,54,31,786,411,3,1,0.0,0.75
Noppon Saengkham,Jack Lisowski,5,1383,1442,0.43123339947212014,0.46319171001101955,485,253,3290,1665,828,505,5422,2971,23,12,684,363,32,17,817,451,3,1,0.0,0.75
Noppon Saengkham,David Gilbert,5,1383,1435,0.43931887717855383,0.4675456936126812,485,253,3290,1665,976,574,6686,3621,23,12,684,363,13,3,685,381,3,1,0.0,0.75
Joe O'Connor,Judd Trump,5,1458,1656,0.2813560350113895,0.37871640480893215,328,165,2071,1050,1496,1078,10380,6282,77,47,680,367,37,24,1356,853,3,1,0.0,0.75
Joe O'Connor,Jack Lisowski,5,1458,1442,0.518742502998949,0.5099986668799655,328,165,2071,1050,828,505,5422,2971,77,47,680,367,32,17,817,451,3,0,0.0,1.0
Joe O'Connor,David Gilbert,5,1458,1435,0.5269308649588145,0.5143710406970602,328,165,2071,1050,976,574,6686,3621,77,47,680,367,13,3,685,381,3,0,0.0,1.0
Joe O'Connor,Jak Jones,5,1458,1462,0.4953126171845704,0.49750002083312506,328,165,2071,1050,427,214,2816,1366,77,47,680,367,29,18,773,427,3,0,0.0,1.0
Joe O'Connor,Noppon Saengkham,5,1458,1383,0.587124886219757,0.5467381519846138,328,165,2071,1050,485,253,3290,1665,77,47,680,367,23,12,684,363,3,0,0.0,1.0
Joe O'Connor,Tom Ford,5,1458,1372,0.5996299206516844,0.5535439031511183,328,165,2071,1050,970,554,6576,3504,77,47,680,367,54,31,786,411,3,1,0.0,0.75
Jack Lisowski,Jak Jones,5,1442,1462,0.47657713928723755,0.4875026035157896,828,505,5422,2971,427,214,2816,1366,32,17,817,451,29,18,773,427,3,1,0.0,0.75
Jak Jones,Noppon Saengkham,5,1462,1383,0.5916840725093613,0.5492151291013335,427,214,2816,1366,485,253,3290,1665,29,18,773,427,23,12,684,363,3,1,0.0,0.75
Jak Jones,Tom Ford,5,1462,1372,0.6041506196887392,0.5560138905446199,427,214,2816,1366,970,554,6576,3504,29,18,773,427,54,31,786,411,3,1,0.0,0.75
David Gilbert,Jak Jones,5,1435,1462,0.4683953746377971,0.48313140430861523,976,574,6686,3621,427,214,2816,1366,13,3,685,381,29,18,773,427,3,1,0.0,0.75
David Gilbert,Tom Ford,5,1435,1372,0.5733730992985561,0.5392938058983595,976,574,6686,3621,970,554,6576,3504,13,3,685,381,54,31,786,411,3,0,0.0,1.0
David Gilbert,Judd Trump,5,1435,1656,0.2593666185416439,0.3652845846208415,976,574,6686,3621,1496,1078,10380,6282,13,3,685,381,37,24,1356,853,3,1,0.0,0.75
David Gilbert,Jack Lisowski,5,1435,1442,0.4917975030036759,0.4956251116502266,976,574,6686,3621,828,505,5422,2971,13,3,685,381,32,17,817,451,3,1,0.0,0.75
Tom Ford,Jack Lisowski,5,1372,1442,0.4185920253008928,0.4563613127629212,970,554,6576,3504,828,505,5422,2971,54,31,786,411,32,17,817,451,3,0,0.0,1.0
Judd Trump,David Gilbert,5,1656,1435,0.7406333814583561,0.6347154153791584,1496,1078,10380,6282,976,574,6686,3621,37,24,1356,853,13,3,685,381,3,1,0.0,0.75
Joe O'Connor,Noppon Saengkham,5,1458,1383,0.587124886219757,0.5467381519846138,328,165,2071,1050,485,253,3290,1665,77,47,680,367,23,12,684,363,3,2,0.0,0.6
Judd Trump,Joe O'Connor,5,1656,1458,0.7186439649886105,0.6212835951910678,1496,1078,10380,6282,328,165,2071,1050,37,24,1356,853,77,47,680,367,3,0,0.0,1.0
Zhou Yuelong,Noppon Saengkham,5,1421,1383,0.5444310026134622,0.523732154126561,526,310,3315,1786,485,253,3290,1665,45,27,681,356,23,12,684,363,3,2,0.0,0.6
Zhou Yuelong,Joe O'Connor,5,1421,1458,0.45673317538964675,0.4768914745109111,526,310,3315,1786,328,165,2071,1050,45,27,681,356,77,47,680,367,3,0,0.0,1.0
Ricky Walden,Joe O'Connor,5,1367,1458,0.3947215513809864,0.44336904007774663,1186,701,7979,4363,328,165,2071,1050,29,20,715,368,77,47,680,367,3,2,0.0,0.6
Ricky Walden,Noppon Saengkham,5,1367,1383,0.48125749700105125,0.4900013331200346,1186,701,7979,4363,485,253,3290,1665,29,20,715,368,23,12,684,363,3,1,0.0,0.75
Ricky Walden,David Gilbert,5,1367,1435,0.4208841086347308,0.45760205922564895,1186,701,7979,4363,976,574,6686,3621,29,20,715,368,13,3,685,381,3,2,0.0,0.6
Ricky Walden,Jak Jones,5,1367,1462,0.3902199079950799,0.440902528097607,1186,701,7979,4363,427,214,2816,1366,29,20,715,368,29,18,773,427,3,0,0.0,1.0
Ricky Walden,Xiao Guodong,5,1367,1538,0.30836288588779653,0.39472346622515553,1186,701,7979,4363,792,462,5012,2756,29,20,715,368,50,31,876,483,3,1,0.0,0.75
Ricky Walden,Zhou Yuelong,5,1367,1421,0.4370057667393497,0.4663011645670992,1186,701,7979,4363,526,310,3315,1786,29,20,715,368,45,27,681,356,3,1,0.0,0.75
Noppon Saengkham,David Gilbert,5,1383,1435,0.43931887717855383,0.4675456936126812,485,253,3290,1665,976,574,6686,3621,23,12,684,363,13,3,685,381,3,1,0.0,0.75
Noppon Saengkham,Joe O'Connor,5,1383,1458,0.412875113780243,0.45326184801538616,485,253,3290,1665,328,165,2071,1050,23,12,684,363,77,47,680,367,3,0,0.0,1.0
Xiao Guodong,David Gilbert,5,1538,1435,0.6187349736700456,0.5640216374262577,792,462,5012,2756,976,574,6686,3621,50,31,876,483,13,3,685,381,3,1,0.0,0.75
Xiao Guodong,Joe O'Connor,5,1538,1458,0.5928217934973694,0.549833997312478,792,462,5012,2756,328,165,2071,1050,50,31,876,483,77,47,680,367,3,2,0.0,0.6
Xiao Guodong,Zhou Yuelong,5,1538,1421,0.6342383043394371,0.5726080638632601,792,462,5012,2756,526,310,3315,1786,50,31,876,483,45,27,681,356,3,1,0.0,0.75
Xiao Guodong,Noppon Saengkham,5,1538,1383,0.6750697933135998,0.5956807306078472,792,462,5012,2756,485,253,3290,1665,50,31,876,483,23,12,684,363,3,1,0.0,0.75
David Gilbert,Zhou Yuelong,5,1435,1421,0.5164012271242515,0.5087491068802403,976,574,6686,3621,526,310,3315,1786,13,3,685,381,45,27,681,356,3,1,0.0,0.75
David Gilbert,Joe O'Connor,5,1435,1458,0.4730691350411855,0.4856289593029398,976,574,6686,3621,328,165,2071,1050,13,3,685,381,77,47,680,367,3,1,0.0,0.75
Xiao Guodong,Noppon Saengkham,5,1538,1383,0.6750697933135998,0.5956807306078472,792,462,5012,2756,485,253,3290,1665,50,31,876,483,23,12,684,363,3,0,0.0,1.0
David Gilbert,Ricky Walden,5,1435,1367,0.5791158913652692,0.542397940774351,976,574,6686,3621,1186,701,7979,4363,13,3,685,381,29,20,715,368,3,2,0.0,0.6
Xiao Guodong,David Gilbert,5,1538,1435,0.6187349736700456,0.5640216374262577,792,462,5012,2756,976,574,6686,3621,50,31,876,483,13,3,685,381,3,2,0.0,0.6
Kyren Wilson,Hossein Vafaei,5,1614,1396,0.7378206707294854,0.6329747766804606,1092,701,7000,3967,352,212,2439,1299,82,50,1211,713,25,13,690,389,3,1,0.0,0.75
Kyren Wilson,Si Jiahui,5,1614,1437,0.6977447588697662,0.6088545692109504,1092,701,7000,3967,215,122,1447,777,82,50,1211,713,19,9,833,461,3,2,0.0,0.6
Kyren Wilson,Matthew Selt,5,1614,1374,0.7580478951370674,0.6456563062257954,1092,701,7000,3967,899,488,5799,3020,82,50,1211,713,16,6,803,418,3,0,0.0,1.0
Hossein Vafaei,Si Jiahui,5,1396,1437,0.45207899241412597,0.47439741167538224,352,212,2439,1299,215,122,1447,777,25,13,690,389,19,9,833,461,3,0,0.0,1.0
Hossein Vafaei,Xiao Guodong,5,1396,1538,0.3386758544402013,0.41217046151748854,352,212,2439,1299,792,462,5012,2756,25,13,690,389,50,31,876,483,3,0,0.0,1.0
Hossein Vafaei,Matthew Selt,5,1396,1374,0.5257617676645827,0.513746534902355,352,212,2439,1299,899,488,5799,3020,25,13,690,389,16,6,803,418,3,0,0.0,1.0
Judd Trump,Matthew Selt,5,1656,1374,0.794002464227701,0.669295402777446,1496,1078,10380,6282,899,488,5799,3020,37,24,1356,853,16,6,803,418,3,2,0.0,0.6
Judd Trump,Kyren Wilson,5,1656,1614,0.5490834638298823,0.5262259093720687,1496,1078,10380,6282,1092,701,7000,3967,37,24,1356,853,82,50,1211,713,3,0,0.0,1.0
Judd Trump,Hossein Vafaei,5,1656,1396,0.7756138085243847,0.6570104626734988,1496,1078,10380,6282,352,212,2439,1299,37,24,1356,853,25,13,690,389,3,2,0.0,0.6
